=== UDP Jitter + Packet Loss Summary ===
Topology           : Large (~500+ hosts, 48-port switches)
Pairs available    : 252
Pairs tested       : 252
Rate per pair      : 100K
Aggregate offered  : see per-pair rate
Duration           : 120s

Pair                           Jitter(ms)   Loss(lost/total)   Delivery Status         
------------------------------ ----------   ------------------ ------------------------
h1->h253                       11.647       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h2->h254                       11.037       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h3->h255                       12.415       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h4->h256                       12.590       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h5->h257                       12.403       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h6->h258                       14.828       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h7->h259                       14.695       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h8->h260                       13.235       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h9->h261                       12.771       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h10->h262                      11.042       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h11->h263                      11.228       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h12->h264                      12.053       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h13->h265                      11.424       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h14->h266                      11.822       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h15->h267                      11.717       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h16->h268                      15.038       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h17->h269                      13.708       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h18->h270                      12.412       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h19->h271                      11.767       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h20->h272                      10.448       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h21->h273                      10.335       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h22->h274                      11.420       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h23->h275                      73.959       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h24->h276                      73.571       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h25->h277                      73.441       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h26->h278                      75.863       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h27->h279                      75.618       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h28->h280                      74.828       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h29->h281                      73.852       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h30->h282                      72.397       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h31->h283                      71.824       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h32->h284                      71.899       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h33->h285                      10.707       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h34->h286                      10.783       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h35->h287                      10.009       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h36->h288                      12.951       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h37->h289                      12.888       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h38->h290                      11.487       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h39->h291                      10.885       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h40->h292                      9.721        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h41->h293                      8.855        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h42->h294                      10.078       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h43->h295                      10.001       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h44->h296                      10.576       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h45->h297                      10.114       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h46->h298                      12.127       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h47->h299                      12.326       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h48->h300                      10.911       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h49->h301                      10.182       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h50->h302                      9.388        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h51->h303                      8.522        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h52->h304                      8.848        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h53->h305                      9.649        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h54->h306                      10.156       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h55->h307                      9.390        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h56->h308                      9.421        0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h57->h309                      11.588       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h58->h310                      10.745       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
