=== UDP Jitter + Packet Loss Summary ===
Topology           : Large (~500+ hosts, 48-port switches)
Pairs available    : 252
Pairs tested       : 252
Rate per pair      : 100K
Aggregate offered  : see per-pair rate
Duration           : 120s

Pair                           Jitter(ms)   Loss(lost/total)   Delivery Status         
h173->h425                     22.664       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h174->h426                     20.677       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h175->h427                     19.162       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h176->h428                     20.111       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h177->h429                     18.968       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h178->h430                     19.699       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h179->h431                     20.142       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h180->h432                     21.358       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h181->h433                     18.500       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h182->h434                     22.663       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h183->h435                     19.722       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h184->h436                     19.193       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h185->h437                     17.986       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h186->h438                     19.268       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h187->h439                     19.045       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h188->h440                     19.039       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h189->h441                     21.098       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h190->h442                     21.692       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h191->h443                     18.476       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h192->h444                     22.297       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h193->h445                     19.430       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h194->h446                     20.946       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h195->h447                     20.622       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h196->h448                     19.725       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h197->h449                     19.901       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h198->h450                     18.765       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h199->h451                     21.775       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h200->h452                     20.835       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h201->h453                     20.521       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h202->h454                     22.856       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h203->h455                     23.087       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h204->h456                     21.440       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h205->h457                     20.727       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h206->h458                     21.347       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h207->h459                     18.838       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h208->h460                     17.832       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h209->h461                     20.771       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h210->h462                     19.483       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h211->h463                     19.395       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h212->h464                     22.205       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h213->h465                     20.926       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h214->h466                     23.671       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h215->h467                     21.873       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h216->h468                     22.688       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h217->h469                     17.563       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h218->h470                     18.582       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h219->h471                     20.807       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h220->h472                     19.060       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h221->h473                     18.678       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h222->h474                     21.010       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h223->h475                     23.747       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h224->h476                     21.388       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h225->h477                     22.978       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h226->h478                     22.412       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h227->h479                     78.347       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h228->h480                     77.702       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h229->h481                     79.166       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h230->h482                     78.363       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h231->h483                     78.436       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h232->h484                     82.537       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h233->h485                     82.398       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h234->h486                     78.401       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h235->h487                     77.769       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h236->h488                     79.425       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h237->h489                     22.709       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h238->h490                     20.700       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h239->h491                     25.019       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h240->h492                     22.119       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h241->h493                     23.157       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h242->h494                     20.348       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h243->h495                     22.295       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h244->h496                     20.270       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h245->h497                     26.473       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h246->h498                     22.381       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h247->h499                     22.561       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h248->h500                     21.271       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h249->h501                     22.470       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h250->h502                     25.019       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h251->h503                     23.766       0/1045             SERVER_SUMMARY_OK+ACK_MISSED
h252->h504                     24.637       0/1045             SERVER_SUMMARY_OK+ACK_MISSED

Server-summary successes : 252 / 252
Parsed jitter values     : 252 / 252
Parsed loss values       : 252 / 252
No server summary        : 0
No summary at all        : 0
Client error pairs       : 0
Ack-missed notes         : 252

Mean jitter         : 29.694595 ms
Mean loss           : 0.000000 %

Interpretation:
  - SERVER_SUMMARY_OK : server received enough traffic to produce final UDP summary
  - NO_SERVER_SUMMARY : client ran, but server did not produce final summary
  - NO_SUMMARY        : neither side produced final summary
  - CLIENT_ERROR      : connect/route/failure text found in client log
  - ACK_MISSED        : client missed iperf's final UDP ack; informational only
